City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
265,laguna,38.421,-121.4238,29.06,52,0,5.66,US,1686513901
266,yeppoon,-23.1333,150.7333,15.88,92,50,3.91,AU,1686514024
267,kingston,17.997,-76.7936,32.36,71,20,9.26,JM,1686513854
268,nagqu,31.5,92.0,2.49,83,39,2.02,CN,1686513426
269,novoishimskiy,53.1981,66.7694,15.49,82,96,3.07,KZ,1686514025
270,roma,43.2128,-75.4557,28.94,42,0,3.6,US,1686514025
271,liaoyuan,42.9036,125.1358,12.39,92,100,1.66,CN,1686514025
272,garoowe,8.4054,48.4845,30.75,36,100,9.75,SO,1686513919
273,brisas de zicatela,15.8369,-97.0419,32.29,62,20,2.57,MX,1686514016
274,chigorodo,7.6664,-76.6811,32.05,63,44,1.28,CO,1686514025
275,prince rupert,54.3161,-130.3201,13.05,82,40,3.09,CA,1686514025
276,sulakyurt,40.1573,33.716,16.05,90,100,1.46,TR,1686514025
277,bilibino,68.0546,166.4372,14.61,68,100,3.1,RU,1686513949
278,kindu,-2.95,25.95,23.28,77,100,0.63,CD,1686514026
279,carora,10.1755,-70.0827,34.68,34,100,7.19,VE,1686514026
280,portales,34.1862,-103.3344,30.01,35,8,2.25,US,1686514026
281,lazaro cardenas,17.9583,-102.2,31.06,54,0,4.98,MX,1686513897
282,ugoofaaru,5.6667,73.0,28.35,81,55,7.28,MV,1686514026
283,vatutinki,55.4983,37.3325,13.43,48,0,4.0,RU,1686514026
284,gouyave,12.1646,-61.7296,27.91,76,7,7.54,GD,1686514026
285,yuzhno-kurilsk,44.0306,145.8556,11.44,98,100,3.61,RU,1686513864
286,prado,-17.3411,-39.2208,24.09,80,1,3.73,BR,1686514026
287,zhenlai,45.8495,123.2973,15.15,92,100,2.95,CN,1686514027
288,saipan,15.1355,145.701,27.39,100,40,5.14,MP,1686514027
289,ciudad lazaro cardenas,17.9583,-102.2,31.06,54,0,4.98,MX,1686514027
290,margate,51.3813,1.3862,20.39,75,35,0.45,GB,1686513693
291,bikenibeu village,1.3673,173.1241,28.98,79,75,2.06,KI,1686513966
292,tazacorte,28.629,-17.9293,23.54,92,20,1.34,ES,1686514027
293,narrabri,-30.3167,149.7833,11.06,73,100,0.99,AU,1686514027
294,howard springs,-12.497,131.047,21.95,76,6,1.99,AU,1686514027
295,urengoy,65.9667,78.3667,8.81,84,99,3.4,RU,1686514027
296,usinsk,65.9939,57.5281,0.53,87,14,4.26,RU,1686514028
297,island harbour,50.724,-1.2758,22.04,89,62,0.89,GB,1686514028
298,sabzevar,36.2126,57.6819,27.32,17,95,4.67,IR,1686514028
299,winnemucca,40.973,-117.7357,24.03,33,0,4.63,US,1686514028
300,abreus,22.2775,-80.5675,32.17,51,20,6.65,CU,1686514028
301,dhromolaxia,34.8755,33.5868,24.85,73,0,2.06,CY,1686513857
302,kashgar,39.4547,75.9797,28.56,18,39,6.0,CN,1686513882
303,okhotsk,59.3833,143.3,7.45,87,60,2.12,RU,1686514020
304,las veredas,23.1388,-109.7075,33.87,42,0,8.23,MX,1686514028
305,guerrero negro,27.9769,-114.0611,21.0,49,0,7.61,MX,1686514028
306,monrovia,6.3005,-10.7969,25.87,86,97,3.93,LR,1686513861
307,pizarro,4.9533,-77.366,28.4,76,63,2.92,CO,1686514029
308,barah,13.7,30.3667,28.02,58,81,3.79,SD,1686514029
309,roccella ionica,38.322,16.4009,20.75,86,14,4.33,IT,1686514029
310,alice springs,-23.7,133.8833,9.75,81,46,0.0,AU,1686514029
311,kathmandu,27.7167,85.3167,20.47,88,100,2.57,NP,1686513605
312,boende,-0.2167,20.8667,24.95,74,100,1.09,CD,1686514029
313,kapa'a,22.0752,-159.319,27.99,77,20,6.17,US,1686514010
314,iskateley,67.6803,53.1512,3.32,61,100,4.22,RU,1686513954
315,mont-laurier,46.5501,-75.4993,22.18,49,100,0.81,CA,1686514030
316,northam,51.0333,-4.2167,17.01,89,58,2.68,GB,1686513882
317,yangquan,37.8575,113.5633,16.46,63,13,1.08,CN,1686514030
318,kapuskasing,49.4169,-82.4331,10.08,72,100,0.46,CA,1686514030
319,copiapo,-27.3667,-70.3333,15.83,45,0,2.6,CL,1686513278
320,opochka,56.7105,28.6617,9.72,57,6,2.47,RU,1686514030
321,sao joao da barra,-21.6403,-41.0511,26.05,77,0,4.91,BR,1686514030
322,labin,45.095,14.1197,22.14,79,50,3.87,HR,1686514030
323,lupane,-18.9315,27.807,18.02,39,53,2.13,ZW,1686514030
324,arkhangel'sk,64.5401,40.5433,8.79,73,96,2.61,RU,1686514031
325,necochea,-38.5473,-58.7368,8.58,44,1,6.6,AR,1686514031
326,malpica,43.3228,-8.8105,19.43,71,18,1.55,ES,1686514031
327,trapani,37.8333,12.6667,21.26,80,78,2.8,IT,1686514031
328,san juan del sur,11.2529,-85.8705,30.31,67,98,2.33,NI,1686514031
329,drayton valley,53.2168,-114.9854,21.48,58,100,3.11,CA,1686513859
330,princeville,45.7668,-61.2985,16.48,80,33,4.47,CA,1686514031
331,amungan,15.3652,119.9582,26.43,91,100,5.28,PH,1686513736
332,brookings,44.3114,-96.7984,20.62,47,0,5.66,US,1686514031
333,velingara,13.15,-14.1167,33.17,43,36,3.31,SN,1686514032
334,maintirano,-18.0667,44.0167,23.3,71,0,4.93,MG,1686513863
335,valozhyn,54.0909,26.5225,8.96,68,4,2.77,BY,1686514032
336,huntingdon,52.3305,-0.1865,23.39,92,100,2.46,GB,1686514008
337,magadan,59.5667,150.8,7.84,95,98,1.64,RU,1686514032
338,pompeu,-19.2244,-44.9353,23.9,38,0,0.74,BR,1686514032
339,puerto aysen,-45.4,-72.7,5.71,98,100,1.89,CL,1686514032
340,ishigaki,24.3448,124.1572,26.82,84,98,3.06,JP,1686514032
341,dunedin,-45.8742,170.5036,6.56,80,4,3.44,NZ,1686513969
342,kill devil hills,36.0307,-75.676,28.0,57,0,6.17,US,1686513856
343,mambajao,9.2504,124.7156,27.16,82,100,2.3,PH,1686514033
344,aral,40.5156,81.2636,29.54,14,0,3.89,CN,1686514033
345,lindale,32.5157,-95.4094,33.18,64,40,2.06,US,1686514033
346,kosh-agach,50.0,88.6667,11.96,88,100,1.43,RU,1686514033
347,porto novo,6.4965,2.6036,26.9,81,100,2.91,BJ,1686513880
348,vila franca do campo,37.7167,-25.4333,19.23,73,100,3.16,PT,1686514033
349,olyokminsk,60.3736,120.4264,11.01,94,100,4.68,RU,1686514033
350,palmer,42.1584,-72.3287,28.58,41,100,2.24,US,1686514033
351,tannum sands,-23.9504,151.3693,14.94,88,15,2.06,AU,1686514033
352,tocopilla,-22.092,-70.1979,19.13,71,51,3.21,CL,1686514033
353,lewistown,40.5992,-77.5714,30.52,62,20,3.09,US,1686514033
354,acarau,-2.8856,-40.12,27.18,77,5,6.97,BR,1686514034
355,prineville,44.2999,-120.8345,27.29,34,0,3.09,US,1686514034
356,lee acres,35.1487,-106.647,31.97,17,40,5.14,US,1686513930
357,miri,4.4148,114.0089,25.39,90,67,1.81,MY,1686514034
358,salalah,17.0151,54.0924,30.05,79,75,3.09,OM,1686514034
359,tofol,5.3248,163.0078,28.81,78,43,9.03,FM,1686513937
360,iskushuban,10.2837,50.23,33.94,31,87,8.49,SO,1686514034
361,mudgee,-32.5943,149.5871,5.54,79,100,1.09,AU,1686514034
362,almeirim,-1.5233,-52.5817,28.31,74,87,1.19,BR,1686513862
363,astrakhan,46.3497,48.0408,23.93,69,0,3.13,RU,1686514035
364,dubovskoye,47.4092,42.7575,16.78,84,27,2.21,RU,1686514035
365,carqueiranne,43.0953,6.073,21.95,88,82,3.09,FR,1686514035
366,sabha,27.0377,14.4283,35.2,17,64,6.58,LY,1686514036
367,nadym,65.5333,72.5167,8.08,74,100,4.88,RU,1686514036
368,kolonia town,6.964,158.206,28.0,83,100,2.57,FM,1686514037
369,sao pedro da aldeia,-22.8392,-42.1028,24.99,78,0,2.57,BR,1686514037
370,hoopeston,40.4673,-87.6684,17.8,68,100,6.41,US,1686514037
371,salinopolis,-0.6136,-47.3561,27.8,80,10,5.23,BR,1686514008
372,north tamworth,-31.0778,150.9261,5.06,93,100,2.06,AU,1686514038
373,lorengau,-2.0226,147.2712,27.54,79,39,2.91,PG,1686513932
374,susuman,62.7833,148.1667,16.39,48,14,1.22,RU,1686513894
375,altavilla milicia,38.0378,13.5484,22.49,90,98,0.41,IT,1686514038
376,meadow lakes,61.6247,-149.6011,12.01,63,40,5.14,US,1686514038
377,sambava,-14.2667,50.1667,22.85,88,13,3.75,MG,1686514038
378,keflavik,64.0049,-22.5624,9.24,66,100,9.26,IS,1686514038
379,gornopravdinsk,60.05,69.9,5.76,78,17,3.54,RU,1686514038
380,trondheim,63.4305,10.3951,16.03,74,100,0.45,NO,1686513878
381,gerash,27.6652,54.1371,31.08,20,0,1.57,IR,1686514038
382,trancas,-26.2314,-65.2803,12.39,35,75,0.69,AR,1686514039
383,vernon,50.2581,-119.2691,26.27,49,81,0.45,CA,1686514039
384,salekhard,66.53,66.6019,3.5,90,100,5.66,RU,1686514039
385,yabelo,4.8833,38.0833,16.91,71,88,2.17,ET,1686514039
386,kalengwa,-13.4659,25.0027,15.98,46,5,1.47,ZM,1686514039
387,nar'yan-mar,67.6713,53.087,3.39,61,100,4.26,RU,1686514039
388,zhezqazghan,47.7833,67.7667,20.75,26,3,4.95,KZ,1686514039
389,ust'-ordynskiy,52.805,104.7508,14.6,93,100,3.41,RU,1686514039
390,mouila,-1.8685,11.0559,23.38,95,99,0.89,GA,1686514040
391,baruun-urt,46.6806,113.2792,12.79,58,2,2.09,MN,1686514040
392,banjar,-8.19,114.9675,24.44,90,96,1.04,ID,1686514040
393,okha,53.5739,142.9478,6.02,92,97,2.11,RU,1686514040
394,pacific grove,36.6177,-121.9166,18.52,77,100,5.36,US,1686513840
395,nalut,30.3333,10.85,27.07,42,0,8.4,LY,1686514040
396,bani walid,31.7566,13.9942,23.35,64,0,7.96,LY,1686514040
397,piranhas,-16.4269,-51.8222,30.95,33,66,1.63,BR,1686514041
398,ta`u,-14.2336,-169.5144,27.55,78,15,6.97,AS,1686513894
399,manadhoo,5.7667,73.3833,28.53,79,73,6.78,MV,1686514041
400,wewak,-3.5534,143.6268,25.84,88,100,2.8,PG,1686513870
401,flin flon,54.7682,-101.865,26.88,28,77,4.78,CA,1686514041
402,klaksvik,62.2266,-6.589,10.51,68,63,3.79,FO,1686514041
403,liaozhong,41.5061,122.7242,17.21,72,99,2.99,CN,1686514041
404,madera,37.1666,-119.8343,27.35,43,100,2.09,US,1686514041
405,yantzaza,-3.8278,-78.7594,24.84,87,38,0.86,EC,1686514041
406,el fuerte,26.4189,-108.6194,38.55,16,11,4.45,MX,1686514041
407,smara,26.7384,-11.6719,26.62,34,0,8.23,EH,1686514042
408,athens,37.9795,23.7162,23.99,84,20,1.03,GR,1686513938
409,port blair,11.6667,92.75,28.06,85,100,8.15,IN,1686514042
410,talnakh,69.4865,88.3972,8.45,59,100,4.89,RU,1686513938
411,kaa-khem,51.6833,94.7333,15.95,77,100,1.77,RU,1686514042
412,vilyuchinsk,52.9306,158.4028,9.15,64,1,3.33,RU,1686514042
413,sechura,-5.5569,-80.8222,27.78,61,61,4.92,PE,1686514042
414,kirensk,57.7853,108.1119,9.64,92,100,3.31,RU,1686514042
415,verkhnevilyuysk,63.4453,120.3167,6.61,69,86,4.18,RU,1686514042
416,priargunsk,50.3691,119.1012,14.73,72,26,1.28,RU,1686513886
417,maxixe,-23.8597,35.3472,19.46,77,0,2.33,MZ,1686514043
418,el jadid,33.2549,-8.506,21.33,75,36,4.75,MA,1686514043
419,crane,31.3974,-102.3501,36.63,14,0,1.88,US,1686514043
420,ola,59.5833,151.2833,7.73,95,100,2.02,RU,1686514043
421,moyale,3.5167,39.0584,20.78,64,68,1.79,KE,1686514043
422,uturoa,-16.7333,-151.4333,26.71,64,21,6.51,PF,1686514043
423,mili,6.0815,171.735,28.48,76,100,8.33,MH,1686514043
424,san fernando,15.0286,120.6898,24.85,90,100,1.35,PH,1686514043
425,capinopolis,-18.6819,-49.5697,28.65,34,2,1.58,BR,1686514043
426,bamboo flat,11.7,92.7167,28.08,85,100,8.08,IN,1686514043
427,angaur state,6.906,134.13,28.5,78,75,4.96,PW,1686514044
428,andergrove,-21.0833,149.1833,18.69,88,71,4.2,AU,1686514044
429,la passe,45.5549,-0.8967,25.13,80,4,4.14,FR,1686514044
430,morondava,-20.2833,44.2833,22.08,83,0,5.39,MG,1686514044
431,veinticinco de mayo,-35.4323,-60.1727,12.21,28,0,1.34,AR,1686513883
432,broken hill,-31.95,141.4333,10.46,58,6,3.14,AU,1686513940
433,nizhniy odes,63.6445,54.856,4.19,60,100,3.18,RU,1686514044
434,remire-montjoly,4.9167,-52.2667,25.02,94,75,0.0,GF,1686513866
435,charters towers,-20.1,146.2667,16.01,88,18,3.43,AU,1686513854
436,boa vista,2.8197,-60.6733,31.99,55,40,4.12,BR,1686514044
437,mount isa,-20.7333,139.5,8.87,71,3,0.0,AU,1686513965
438,conceicao da barra,-18.5933,-39.7322,24.6,77,96,4.63,BR,1686514026
439,mora,11.0461,14.1401,30.57,49,77,1.11,CM,1686514034
440,kovdor,67.5662,30.4758,16.27,53,99,5.78,RU,1686514045
441,pasuquin,18.3328,120.6177,26.97,89,100,2.06,PH,1686513967
442,basco,20.4487,121.9702,28.34,82,100,10.69,PH,1686514045
443,vanino,49.0869,140.2543,11.68,93,100,1.22,RU,1686514045
444,gebeit,21.0667,36.3167,32.83,22,21,2.2,SD,1686514045
445,kavieng,-2.5744,150.7967,27.73,81,17,4.83,PG,1686514045
446,grand falls-windsor,48.9332,-55.6649,9.17,94,100,1.34,CA,1686514045
447,san felipe,10.3399,-68.7425,27.41,83,90,2.7,VE,1686514045
448,ouesso,1.6136,16.0517,23.92,82,42,1.18,CG,1686514046
449,macaubas,-13.0194,-42.6986,28.52,34,8,1.08,BR,1686514046
450,ujae,8.9322,165.7642,28.25,79,78,8.23,MH,1686514046
451,shuangjiang,26.1547,109.7138,23.32,77,100,0.59,CN,1686514046
452,saint-louis,16.3333,-15.0,40.41,12,97,6.3,SN,1686513897
453,chonchi,-42.6128,-73.8092,9.56,86,97,1.83,CL,1686513747
454,saint-mandrier-sur-mer,43.078,5.929,22.1,85,77,3.09,FR,1686514046
455,al jubayl,27.0112,49.6583,33.83,41,0,2.59,SA,1686514046
456,hirado,33.3597,129.5531,22.44,87,100,2.77,JP,1686514046
457,tucurui,-3.7661,-49.6725,25.17,91,67,0.44,BR,1686514046
458,san antonio de pale,-1.4014,5.6325,24.81,86,73,4.72,GQ,1686514046
459,sao felix do xingu,-6.6447,-51.995,31.35,52,53,1.62,BR,1686514047
460,hargeysa,9.56,44.065,22.9,57,100,6.15,SO,1686514047
461,rajur,20.1167,78.9167,32.26,47,4,6.48,IN,1686514047
462,belyy yar,53.6039,91.3903,11.94,82,0,1.0,RU,1686513894
463,tiruvallur,13.15,79.9167,29.23,61,72,5.59,IN,1686514047
464,tarawa,1.419,172.984,29.05,79,75,2.06,KI,1686514047
465,craig,40.5153,-107.5464,26.97,17,0,1.54,US,1686513977
466,mokhsogollokh,61.4681,128.9203,16.71,95,100,2.12,RU,1686514047
467,ohara,35.25,140.3833,21.17,95,100,1.13,JP,1686514047
468,al qusiyah,27.4402,30.8184,30.59,25,0,3.68,EG,1686514047
469,coquimbo,-29.9533,-71.3436,14.85,62,0,6.17,CL,1686513912
470,ghat,24.9647,10.1728,33.27,22,100,2.75,LY,1686514048
471,puerto palomas,31.7667,-107.6167,32.53,13,48,9.16,MX,1686514048
472,lagunas,-5.2269,-75.6753,31.24,55,46,1.03,PE,1686514034
473,rahimah,26.7079,50.0619,34.12,43,0,1.56,SA,1686514048
474,freetown,8.484,-13.2299,26.26,84,100,2.06,SL,1686514048
475,lompoc,34.6391,-120.4579,21.5,74,100,4.12,US,1686514030
476,khandyga,62.6667,135.6,15.72,70,100,2.67,RU,1686513865
477,buka,40.8108,69.1986,27.45,32,75,1.47,UZ,1686513907
478,la gomera,14.0833,-91.05,31.86,64,98,2.97,GT,1686514048
479,altoona,40.5187,-78.3947,30.2,37,100,0.45,US,1686513851
480,saranac lake,44.3295,-74.1313,23.18,45,20,1.54,US,1686513791
481,nishinoomote,30.7333,131.0,22.94,96,100,9.65,JP,1686514049
482,loikaw,19.6742,97.2094,20.39,92,70,1.04,MM,1686514049
483,chinde,26.8418,88.0763,18.84,90,99,1.17,NP,1686514049
484,patterson,37.4716,-121.1297,27.86,45,17,1.43,US,1686514049
485,djibo,14.1022,-1.6306,33.08,39,99,4.42,BF,1686513979
486,sarina,-21.4333,149.2167,18.48,52,79,2.7,AU,1686514049
487,tritenii de jos,46.5833,24.0,17.77,94,100,1.58,RO,1686514049
488,tomatlan,19.9333,-105.25,33.75,47,1,5.87,MX,1686514049
489,visby,57.6409,18.296,12.68,58,0,2.57,SE,1686513896
490,sovetskiy,61.3614,63.5842,5.33,70,99,5.68,RU,1686514050
491,san patricio,28.017,-97.5169,38.42,29,0,3.92,US,1686514050
492,vodnyy,63.5046,53.4095,4.18,64,100,2.38,RU,1686514050
493,tokar,18.4254,37.729,32.99,48,64,4.42,SD,1686514050
494,tomelilla,55.5429,13.9546,13.03,75,0,6.82,SE,1686514050
495,brak,27.5496,14.2714,34.81,15,27,2.34,LY,1686514050
496,altai,46.3722,96.2583,17.39,31,2,2.08,MN,1686514050
497,port hueneme,34.1478,-119.1951,20.48,75,100,3.6,US,1686514050
498,ust'-ilimsk,58.0006,102.6619,5.36,89,0,1.98,RU,1686514050
499,marhaura,25.9667,84.8667,31.96,38,96,4.35,IN,1686514050
500,levuka,50.1834,-105.4011,24.84,27,16,5.02,CA,1686513997
501,maceio,-9.6658,-35.7353,26.69,78,75,4.63,BR,1686513887
502,taitung city,22.7583,121.1444,26.7,90,100,0.19,TW,1686514051
503,muisne,0.6,-80.0333,27.7,77,29,3.43,EC,1686514051
504,hilo,19.7297,-155.09,26.81,78,100,3.6,US,1686513812
505,eenhana,-17.4667,16.3333,18.98,25,0,0.87,NA,1686514051
506,tavda,58.0425,65.2726,6.17,68,7,3.13,RU,1686514051
507,novaya igirma,57.1334,103.9112,6.46,86,0,2.3,RU,1686514051
508,tchibanga,-2.85,11.0333,21.52,96,50,1.48,GA,1686514051
509,turochak,52.2576,87.1224,13.18,86,100,0.34,RU,1686514051
510,kerikeri,-35.2268,173.9474,9.29,94,11,1.72,NZ,1686514051
511,pariaman,-0.619,100.12,25.26,86,15,1.54,ID,1686514052
512,chela,34.069,104.4619,12.76,73,100,2.3,CN,1686514052
513,turbat,26.0023,63.044,30.93,62,13,0.68,PK,1686514052
514,mananjary,-21.2167,48.3333,20.9,88,68,1.49,MG,1686513882
515,katsuura,35.1333,140.3,21.01,95,100,1.26,JP,1686514052
516,geneina,13.45,22.45,24.96,68,99,1.78,SD,1686514052
517,ponta delgada,37.7333,-25.6667,19.4,72,20,5.14,PT,1686514052
518,anisoc,1.8658,10.7689,21.33,95,100,0.49,GQ,1686514052
519,tangalle,6.024,80.7911,26.34,88,83,5.36,LK,1686514052
520,tabora,-5.0167,32.8,20.08,49,86,0.55,TZ,1686514052
521,aksu,41.1231,80.2644,27.63,17,13,2.37,CN,1686514053
522,red chute,32.556,-93.6132,32.83,56,75,5.66,US,1686514053
523,lishui,28.4604,119.9103,22.28,94,100,0.09,CN,1686514053
524,mhamid,29.82,-5.72,33.93,10,0,3.33,MA,1686514053
525,walvis bay,-22.9575,14.5053,13.38,93,0,1.03,NA,1686513878
526,la foa,-21.7108,165.8276,18.16,70,0,1.55,NC,1686514053
527,sao gabriel da cachoeira,-0.1303,-67.0892,28.31,81,83,1.28,BR,1686514053
528,nema,57.5067,50.5011,5.38,70,0,1.95,RU,1686514053
529,ain sukhna,29.6002,32.3167,25.38,56,0,3.22,EG,1686514053
530,sanctuary point,-35.1114,150.629,6.78,72,45,2.16,AU,1686514054
